WKT,Latitude,Longitude,Name,Category,Time,Description,Classification
POINT (127.6574477 34.7573701),34.7573701,127.6574477,Grilled Bamboo Charcoal Eel,Korean,11:00 - 22:00.,"Seafood restaurant. Grilled eel restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.3843767 34.7861098),34.7861098,126.3843767,Jungang Sushi Restaurant,Korean,11:00 - 21:30.,"Seafood restaurant. Spicy Raw croaker. Sometimes, pork is served as a side dish.
A restaurant certified as Muslim-friendly by the Korean government",Seafood restaurant
POINT (127.1596962 35.81184330000001),35.8118433,127.1596962,Namyang House,Korean,09:00 - 21:00 .,"Seafood restaurant. Spicy fish soup. There is a pork menu and chicken menu is not halal.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.3841609 34.7863177),34.7863177,126.3841609,Podowon Sushi Restaurant,Korean,10:00 - 22:00.,"Seafood restaurant. Croaker Cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (128.6122689 35.8630739),35.8630739,128.6122689,Samsoo Jangeo,Korean,11:30 - 22:00. Breaktime 15:00 - 17:00.,"Seafood restaurant. Eel Cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.5052475 33.5165879),33.5165879,126.5052475,Jeju Daege Hoe Town,Korean,11:30 - 22:00.,"Seafood Restaurant. Crab / Sashimi. Ramen may contain pork ingredients.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.5027778 33.51694440000001),33.5169444,126.5027778,Yongduam Badanghoe Guksu,Korean,08:00 - 22:00.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.930079 33.459247),33.459247,126.930079 ,Haechon,Korean,07:00 - 22:00.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.9329878 33.46284449999999),33.4628444,126.9329878,Willala,Western,12:00 - 18:00. ,"Seafood restaurant. Fish and chips. No pork included. Entry limited to groups of 4 or fewer.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.3705871 33.2647393),33.2647393,126.3705871,Chunsimine,Korean,11:00 - 20:50. Breaktime 15:30 - 17:00.,"Seafood restaurant. Cutlassfish cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.5270324 33.4915146),33.4915146,126.5270324,Daewonga,Korean,09:00 - 21:00. Breaktime 16:00 - 17:00. Closed on Wednesdays.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.9330294 33.4611374),33.4611374,126.9330294,Jeju Ddukbaeki,Korean,06:30 - 20:00. ,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (128.8919659 35.1182806),35.1182806,128.8919659,Yongjangeo Restaurant,Korean,10:00 - 22:00.,"Seafood restaurant. Eel cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.5168965 33.5177224),33.5177224,126.5168965,Bada Janchi,Korean,09:00 - 22:00.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.5069516 33.5162667),33.5162667,126.5069516,Badapunggyeong,Korean,10:00 - 23:30.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.1591589 35.16254479999999),35.1625447,129.1591589,Eobu,Korean,16:00 - 24:00. ,"Seafood restaurant. Grilled calms, eel. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.3441667 35.5444444),35.5444444,129.3441667,Wasabi,Japanese,12:00 - 22:00. Breaktime 14:00 - 17:00.,"Seafood restaurant. Raw fish. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.1143888 35.1462749),35.1462749,129.1143888,Goma Daegutang,Korean,07:00 - 21:00. ,"Seafood restaurant. Codfish stew,  Steamed Cod. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.0305933 35.09663940000001),35.0966394,129.0305933,U Ri,Korean, 09:00 - 22:00.,"Seafood Restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.1088251 35.173709),35.173709,129.1088251,Okmi Agujjim,Korean,11:00 - 21:00. Closed on Tuesdays. ,"Seafood restaurant. Braised spicy mookfish. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.3863857 33.2418129),33.2418129,126.3863857,Sekdal Restaurant,Korean,10:00 - 21:00. Breaktime 15:00 - 16:00.,Seafood restaurant. Cutlassfish cuisine. No pork included.,Seafood restaurant
POINT (128.7579233 36.57722139999999),36.5772213,128.7579233,Andong Solted Mackerel,Korean,11:00 - 20:00. Breaktime 15:00 - 17:00.,"Seafood restaurant. Grilled mackerel. Jjimdak. No pork included. Jjimdak is not halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.1715498 35.1609474),35.1609474,129.1715498,Wonjo Halmae Bokguk,Korean,07:00 - 21:30. Breaktime 15:00 - 17:00. Closed on Mondays. ,"Seafood restaurant. Pufferfish cuisine. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (129.1106652 35.1402942),35.1402942,129.1106652,Namcheon Sutbul Jangeogui,Korean,12:00 - 21:00. ,"Seafood restaurant. Grilled eel restaurant. No pork included.
A restaurant certified as Muslim-friendly by the Korean government.",Seafood restaurant
POINT (126.9226469 37.5511197),37.5511197,126.9226469,Yougol Sushi,Japanese,11:00 - 22:00. Weekdays Breaktime 15:00 - 16:30.,Seafood restaurant. Sushi Restaurant. No pork included.,Seafood restaurant
POINT (126.9349901 37.55644350000001),37.5564435,126.9349901,Yougol Sushi,Japanese,11:30 - 22:30.,Seafood restaurant. Sushi Restaurant. No pork included.,Seafood restaurant
POINT (129.0865271 35.2636559),35.2636559,129.0865271,Okmi Agujjim,Korean,10:30 - 21:00. Closed on Weekends,Seafood restaurant. Angler fish cuisine. No pork included.,Seafood restaurant
POINT (126.9732542 37.5755168),37.5755168,126.9732542,Dongwon Tuna,Japanese,11:00 - 21:00. Breaktime 15:00 - 17:00.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (127.0241753 37.5089133),37.5089133,127.0241753,Mulgogi Jari,Japanese,16:00 - 02:00. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.864441 37.5572518),37.5572518,126.864441 ,Dongwon Tuna,Japanese,11:20 - 23:00.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (126.9312165 37.5197366),37.5197366,126.9312165,Dongwon Tuna,Japanese,10:00 - 22:00. Breaktime 14:30 - 16:30.  Closed on Sundays.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (126.9739384 37.5730147),37.5730147,126.9739384,Dongwon Tuna,Japanese,10:00 - 22:00.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (126.9795954 37.5684899),37.5684899,126.9795954,Donghaedo,Korean,11:30 - 23:30. Breaktime 15:00 - 17:00.,Seafood restaurant. Sushi Restaurant. No pork included.,Seafood restaurant
POINT (126.9794222 37.5686587),37.5686587,126.9794222,Namsan Bokjip,Korean,11:00 - 21:30. Breaktime 15:00 - 17:00. ,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (126.9796998 37.5687906),37.5687906,126.9796998,Samwon Ilsik,Japanese,11:30 - 23:00. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9794971 37.568729),37.568729,126.9794971,YeongdeoK Hoesikdang,Korean,11:30 - 22:00. Breaktime 14:30 - 15:30.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9725605 37.5658923),37.5658923,126.9725605,Namdo Restaurant,Korean,11:30 - 20:00. Closed on Sundays.,Seafood restaurant. Chueotang (Boiled mud-fish soup). No pork included.,Seafood restaurant
POINT (126.9777778 37.56249999999999),37.5624999,126.9777778,Dongwon Eel,Korean,10:00 - 22:00.,Seafood restaurant. Grilled eel restaurant. No pork included.,Seafood restaurant
POINT (126.9770562 37.55986669999999),37.5598666,126.9770562,Heerak Cutlassfish,Korean,07:00 - 21:00. Closed on Sundays.,Seafood restaurant. Cutlassfish cuisine. No pork included.,Seafood restaurant
POINT (127.0660166 37.6152321),37.6152321,127.0660166,Omega Grilled Fish,Korean,10:00 - 22:00. Breaktime 15:00 - 16:30.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.0248913 37.6316632),37.6316632,127.0248913,Yeonpo Grilled Fish,Korean,11:00 - 21:00. Breaktime 15:00 - 16:30.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.0659071 37.5623818),37.5623818,127.0659071,Jeonongdong Seafood Altang,Korean,15:00 - 24:00.,Seafood restaurant. Pollack Soup & Altang (pollack roe soup). No pork included.,Seafood restaurant
POINT (126.987885 37.57389519999999),37.5738951,126.987885 ,Daebokjib,Korean,11:00 - 22:00. Closed on Sundays.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (129.076433 35.188202),35.188202,129.076433 ,SaengSaeng Daegutang Ppoljjim,Korean,10:00 - 21:00. Closed on Sundays.,Seafood restaurant. Pollack cuisine. No pork included.,Seafood restaurant
POINT (129.1163713 35.1518615),35.1518615,129.1163713,Halmae Jaecheopguk,Korean,10:30 - 21:00. Closed on Saturdays.,Seafood restaurant. Jaecheopguk (Clam soup). No pork included.,Seafood restaurant
POINT (128.6789265 34.98620849999999),34.9862084,128.6789265,Jangmok Grilled Fish,Korean,11:00 - 16:00. Closed on Wednesdays.,Seafood restaurant. Cutlassfish cuisine. No pork included.,Seafood restaurant
POINT (128.4115291 34.8325765),34.8325765,128.4115291,Tongyeong Babsang Sikdang,Korean,11:00 - 18:30. Breaktime 14:00 - 17:00. Closed on Wednesdays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9540496 37.5463856),37.5463856,126.9540496,Namwongol Chueotang,Korean,11:00 - 20:30. Closed on Weekends.,Seafood restaurant. Chueotang (Boiled mud-fish soup). No pork included.,Seafood restaurant
POINT (126.9919412 37.5622879),37.5622879,126.9919412,Pusan Bokjip,Korean,10:00 - 21:30.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (126.9911525 37.5698966),37.5698966,126.9911525,Hanil Sikdang,Korean,07:00 - 22:00.,Seafood restaurant. Grilled fish Restaurant. No pork included.,Seafood restaurant
POINT (130.9100786 37.4926088),37.4926088,130.9100786,Ulleung Fishermen's Restaurant,Korean,10:00 - 21:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (130.8732162 37.5410108),37.5410108,130.8732162,Gaboza Sikdang,Korean,11:00 - 20:00. ,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.1104013 37.3488504),37.3488504,127.1104013,Mulgogi Jari,Japanese,16:30 - 23:00. Closed on Sundays.,Seafood restaurant. Unlimited refill sashimi. No pork included.,Seafood restaurant
POINT (126.9812055 37.5672614),37.5672614,126.9812055,Cheol Cheol Bokjib,Korean,11:00 - 22:00. Closed on Sundays.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (127.013524 37.4816569),37.4816569,127.013524 ,Taepyeonga,Korean,11:00 - 21:00. Breaktime 14:30 - 17:30. Closed on Sundays.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (126.9794573 37.5696259),37.5696259,126.9794573,ShinSung Ilsik,Japanese,11:00 - 22:00. Breaktime 14:30 - 16:30. Closed on Weekends.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (129.0354202 35.1123219),35.1123219,129.0354202,Halmae Bokguk,Korean,06:00 - 22:00.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (129.0224494 35.0767979),35.0767979,129.0224494,Clams Kingdom,Korean,11:00 - 24:00.,Seafood Restaurant. Ramen may contain pork ingredients.,Seafood restaurant
POINT (127.0217301 37.5795345),37.5795345,127.0217301,Cheonghae Haemultang,Korean,11:30 - 22:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9738844 37.5347006),37.5347006,126.9738844,Cham Wonjo Cod Soup,Korean,10:30 - 22:00. Closed on Mondays.,Seafood restaurant. Cod cuisine. No pork included.,Seafood restaurant
POINT (128.2053137 37.1347072),37.1347072,128.2053137,Gusan Bokjib,Korean,09:00 - 21:00. Closed on Sundays.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (126.9742093 37.5347093),37.5347093,126.9742093,Won Cod Soup,Korean,10:30 - 22:00. Closed on Mondays.,Seafood restaurant. Cod cuisine. No pork included.,Seafood restaurant
POINT (128.2043881 37.1313711),37.1313711,128.2043881,Masan Agujjim,Korean,10:00 - 22:00.,Seafood restaurant. Angler and Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (128.2356928 37.1543303),37.1543303,128.2356928,Goraemi Eel,Korean,17:00 - 21:30. Weekends 12:00 - 21:00. Breaktime 15:00 - 17:00. Closed on Tuesdays.,Seafood restaurant. Grilled eel restaurant. No pork included.,Seafood restaurant
POINT (126.9807642 37.5465634),37.5465634,126.9807642,Jun Tuna,Japanese,11:00 - 22:00. Breaktime 14:00 - 17:00. Closed on Sundays.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (126.9815261 37.56722630000001),37.5672263,126.9815261,Cham Bokjib,Korean,11:00 - 22:00.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (126.9817192 37.5668404),37.5668404,126.9817192,Baesusa,Japanese,11:00 - 22:00. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9774285 37.563684),37.563684,126.9774285,Dongho Eel,Korean,11:00 - 22:00.,Seafood restaurant. Grilled eel restaurant. No pork included.,Seafood restaurant
POINT (126.8502082 33.5324891),33.5324891,126.8502082,Myeongjin Jeonbok,Korean,09:00 - 21:30. Closed on Tuesdays.,Seafood restaurant. Abalone cuisine. Ni pork included.,Seafood restaurant
POINT (126.3754924 33.4819964),33.4819964,126.3754924,Jeonbokjuk 1st Street,Korean,09:30 - 20:50. Closed on Tuesdays.,Seafood restaurant. Abalone cuisine. Ramen may contain pork ingredients.,Seafood restaurant
POINT (127.0150856 37.4858367),37.4858367,127.0150856,Haedamche,Korean,11:30 - 22:00. Breaktime 14:30 - 17:30. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.032491 37.497645),37.497645,127.032491 ,Haedamche,Korean,11:30 - 22:00. Breaktime 14:30 - 17:30. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.419111 33.242378),33.242378,126.419111 ,Haenyeo House,Korean,12:00 - 17:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.0336111 37.51666669999999),37.5166666,127.0336111,Mulgogi Jari,Japanese,10:00 - 22:00. Closed on Weekends.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.0573817 37.50655),37.50655,127.0573817,Haedamche,Korean,11:30 - 22:00. Breaktime 14:30 - 17:30. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.106525 37.3608099),37.3608099,127.106525 ,Mulgogi Jari,Japanese,15:00 - 23:00. ,Seafood restaurant. Unlimited refill sashimi. No pork included.,Seafood restaurant
POINT (126.499349 33.4819238),33.4819238,126.499349 ,Kim Myung-ja Gulgukbap,Korean,06:00 - 20:20.,Seafood restaurant. Oyster Stew.,Seafood restaurant
POINT (126.9868279 37.57947550000001),37.5794755,126.9868279,Gyedong Mandam,Korean,11:30 - 22:00. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9921889 37.5617223),37.5617223,126.9921889,Chungmuro Jjukkumibulgogi,Korean,12:00 - 22:00. Closed on Sundays.,Seafood restaurant. Spicy grilled Webfoot octopus. No pork included,Seafood restaurant
POINT (126.9943584 37.5340338),37.5340338,126.9943584,Greedy Futomaki,Japanese,12:00 - 21:00. Closed on Sundays.,Seafood restaurant. Futomaki restaurant. No pork included,Seafood restaurant
POINT (126.9292701 37.4825699),37.4825699,126.9292701,The Last Supper,Japanese,15:00 - 01:00.,Seafood restaurant. Tuna sashimi Restaurant. No pork included.,Seafood restaurant
POINT (126.9663506 37.60672909999999),37.6067290,126.9663506,Horim Sushi,Japanese,11:30 - 22:00. Closed on Sundays.,Seafood restaurant. Sushi Restaurant. No pork included.,Seafood restaurant
POINT (126.9738954 37.5197015),37.5197015,126.9738954,Yeolhae,Japanese,11:30 - 22:30. Breaktime 14:30 - 17:30.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (127.0051442 37.56063559999999),37.5606355,127.0051442,King Crab Hoe Fish,Korean,14:30 - 01:30.,Seafood Restaurant. Ramen may contain pork ingredients.,Seafood restaurant
POINT (127.4268268 36.327938),36.327938,127.4268268,Gongju Eolkeuni Kalguksu Jjukkumi,Korean,10:00 - 21:30.,Seafood restaurant. Spicy grilled Webfoot octopus. No pork included,Seafood restaurant
POINT (127.0090997 37.44199520000001),37.4419952,127.0090997,Seohae Sutbul Minmul Jangeo,Korean,11:30 - 21:30. Breaktime  15:30 - 17:00.,Seafood restaurant. Grilled eel restaurant. No pork included.,Seafood restaurant
POINT (127.0040117 37.5719876),37.5719876,127.0040117,Jeju Bada,Korean,13:00 - 22:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9679485 37.56237369999999),37.5623736,126.9679485,Shin Sushi and Sasimi,Japanese,Weekdays 10:30 - 22:00. Sat 16:00 - 24:00. Closed on Sundays.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.5624513 33.24396069999999),33.2439606,126.5624513,Daedo Sikdang,Korean,08:00 - 15:00. Closed on Sundays.,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (129.1645061 35.1624205),35.1624205,129.1645061,Gumsu Bokguk,Korean,24H,Seafood restaurant. Pufferfish cuisine. No pork included.,Seafood restaurant
POINT (127.1037383 37.5134792),37.5134792,127.1037383,Haemok,Japanese,11:00 - 22:00. Breaktime 15:00 - 17:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.9802443 37.51793759999999),37.5179375,126.9802443,O-Tongyeong,Korean,11:30 - 22:00. Breaktime 15:30 - 17:00.,Seafood Restaurant. No pork included.,Seafood restaurant
POINT (126.8299855 37.201194),37.201194,126.8299855,Mulgogi Jari,Japanese,16:30 - 23:00. Closed on Sundays.,Seafood restaurant. Sashimi Restaurant. No pork included,Seafood restaurant
